Name,Nationality,Occupation,Affiliation,Ajah,Build,Clan,Current.status,Date.of.birth,Date.of.death,Eye.color,First.appeared,First.mentioned,Gender,Hair.color,Height,Last.appeared,Last.mentioned,Race,Rank,Sept,Society,Title,Weight
Bassane,Cairhienin,Warder,White Tower,NA,Wide,NA,Alive,NA,NA,NA,WH:23,NA,Male,NA,Short,TGS:7,NA,NA,NA,NA,NA,Gaidin,NA
Bavin Rockshaw,Cairhienin,Quartermaster,Perrin Aybara,NA,Slender,NA,Alive,NA,NA,NA,TGS:17,NA,Male,"Gray, blond speckled",NA,TOM:16,TOM:44,NA,NA,NA,NA,NA,NA
Bayle Domon,Illianer,Da'covale,NA,NA,"Broad, muscular",NA,Alive,NA,NA,NA,TEOTW:20,NA,Male,Brown,NA,AMOL:23,NA,NA,So'jhin,NA,NA,NA,NA
Bayrd,Andoran,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,AMOL:Prologue,NA,Male,NA,NA,AMOL:37,NA,NA,NA,NA,NA,NA,NA
Be'lal,NA,NA,NA,NA,Stocky,NA,Dead,Age of Legends,999 NE,NA,TDR:4,NA,Male,"White, close-cropped",Tall,TDR:55,KOD:3,NA,Chosen,NA,NA,Blademaster,NA
Beidomon,Unknown nationality,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,TSR:26,Male,NA,NA,NA,TSR:26,NA,Aes Sedai (Age of Legends),NA,NA,NA,NA
Belvyn,Unknown nationality,Soldier,Band of the Red Hand,NA,NA,NA,Dead,NA,1000 NE,NA,NA,ACOS:37,Male,NA,NA,NA,ACOS:37,NA,Redarm,NA,NA,NA,NA
Bendhuin,Aiel,NA,Sevanna,NA,NA,Shaido,Alive,NA,NA,NA,ACOS:Prologue,NA,Male,NA,NA,ACOS:40,KOD:5,NA,NA,Green Salts,Far Aldazar Din,NA,NA
Benish,Taraboner,NA,Lan,NA,NA,NA,Alive,NA,NA,NA,AMOL:16,NA,Male,NA,NA,AMOL:16,NA,NA,NA,NA,NA,NA,NA
Benji Dalfor,Unknown nationality,Soldier,Younglings,NA,NA,NA,Dead,NA,1000 NE,NA,LOC:Prologue,NA,Male,NA,NA,LOC:55,NA,NA,NA,NA,NA,NA,NA
Benly Coplin,Andoran,NA,Two Rivers,NA,NA,NA,Dead,NA,NA,NA,NA,TPOD:22,Male,NA,NA,NA,TPOD:22,NA,NA,NA,NA,NA,NA
Berab Golever,Unknown nationality,Soldier,Children of the Light,NA,Lanky,NA,Alive,NA,NA,NA,TOM:Prologue,NA,Male,NA,Tall,AMOL:16,NA,NA,Lord Captain,NA,NA,NA,NA
Berden,Tairen,Soldier,Younglings,NA,NA,NA,Alive,NA,NA,NA,TGS:13,NA,Male,NA,NA,TGS:13,NA,NA,NA,NA,NA,NA,NA
Berg,Unknown nationality,Bouncer,Melli Craeb,NA,NA,NA,Alive,NA,NA,NA,TOM:8,NA,Male,NA,NA,TOM:8,NA,NA,NA,NA,NA,NA,NA
Berin Thane,Andoran,NA,Perrin Aybara,NA,NA,NA,Alive,NA,NA,NA,TSR:56,TEOTW:7,Male,NA,NA,TSR:56,TOM:10,NA,NA,NA,NA,NA,NA
Bernherd,Tairen,Tavernkeeper,NA,NA,NA,NA,Alive,NA,NA,NA,TOM:8,NA,Male,NA,NA,TOM:8,NA,NA,NA,NA,NA,NA,NA
Beron Goerad,Ghealdanin,Merchant,NA,NA,NA,NA,Alive,NA,NA,NA,NA,NA,Male,NA,NA,NA,TFOH:39,NA,NA,NA,NA,NA,NA
Bertain Gallenne,Mayener,Soldier,Perrin Aybara,NA,NA,NA,Dead,NA,NA,One missing,ACOS:27,ACOS:18,Male,Graying,Medium,AMOL:13,NA,NA,Lord Captain,NA,NA,NA,NA
Bertome Saighan,Cairhienin,NA,Dragon Reborn,NA,NA,NA,Alive,NA,NA,NA,TPOD:21,NA,Male,NA,Short,TOM:52,NA,NA,High Seat,NA,NA,Lord,NA
Beslan Mitsobar,Altaran,NA,NA,NA,NA,NA,Alive,NA,NA,Black,LOC:48,NA,Male,"Black, long",NA,AMOL:37,NA,NA,King,NA,NA,"King of Altara, Master of the Four Winds, Guardian of the Sea of Storms, High Seat of House Mitsobar",Slender
Bili,Illianer,Bouncer,Nieda Sidoro,NA,Large,NA,Alive,NA,NA,NA,TGH:9,NA,Male,NA,NA,TDR:43,NA,NA,NA,NA,NA,NA,NA
Bili Adarra,Andoran,Soldier,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,KOD:26,NA,Male,NA,NA,KOD:26,NA,NA,NA,NA,NA,NA,NA
Bili al'Dai,Andoran,NA,Two Rivers,NA,NA,NA,Dead,NA,999 NE,NA,TSR:33,NA,Male,NA,NA,TSR:40,TSR:43,NA,NA,NA,NA,NA,NA
Bili Congar,Andoran,NA,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,TEOTW:Ravens,NA,Male,NA,NA,TSR:56,NA,NA,NA,NA,NA,NA,NA
Bili Mandair,Unknown nationality,NA,NA,NA,NA,NA,Alive,978 NE,NA,NA,NA,NS:6,Male,NA,NA,NA,NS:6,NA,NA,NA,NA,NA,NA
Binde,Unknown nationality,Asha'man,Rand al'Thor,NA,NA,NA,Alive,NA,NA,NA,TOM:31,NA,Male,NA,NA,AMOL:31,NA,NA,Asha'man,NA,NA,NA,NA
Blaeric Negina,Shienaran,Warder,White Tower,NA,NA,NA,Alive,NA,NA,Blue,WH:29,ACOS:17,Male,"Black, topknot",Tall,TOM:9,NA,NA,NA,NA,NA,Gaidin,NA
Blasic Faloun,Seanchan,NA,NA,NA,NA,NA,Alive,NA,NA,NA,KOD:12,NA,Male,Graying,Short,KOD:12,NA,NA,Captain,NA,NA,NA,NA
Bollin,Unknown nationality,Horse handler,Valan Luca,NA,Big,NA,Alive,NA,NA,Squinty,KOD:7,NA,Male,NA,NA,KOD:7,NA,NA,NA,NA,NA,NA,NA
Boral Amadia,Taraboner,NA,Artur Hawkwing,NA,NA,NA,Dead,NA,NA,NA,NA,RPG,Male,NA,NA,NA,RPG,NA,General,NA,NA,Lord,NA
Brandel Vordarian,Andoran,Soldier,Children of the Light,NA,Muscly,NA,Alive,NA,NA,NA,TOM:2,NA,Male,"Blond, graying",NA,TOM:4,NA,NA,Lord Captain,NA,NA,NA,NA
Brandelwyn al'Vere,Andoran,Innkeeper,Two Rivers,NA,NA,NA,Alive,NA,NA,Brown,TEOTW:Ravens,NA,Male,Gray,NA,TSR:56,AMOL:13,NA,NA,NA,NA,Mayor,NA
Branlet Gilyard,Andoran,NA,House Trakand,NA,NA,NA,Alive,NA,NA,"Big, blue",COT:13,NA,Male,Unruly Black curls,NA,KOD:35,NA,NA,High Seat,NA,NA,Lord,NA
Brannin Martan,Andoran,NA,House Trakand,NA,NA,NA,Alive,NA,NA,NA,KOD:17,NA,Male,Gray,NA,KOD:17,KOD:32,NA,NA,NA,NA,Lord,NA
Bren,Altaran,Servant,NA,NA,NA,NA,Alive,NA,NA,NA,ACOS:16,NA,Male,NA,NA,NA,ACOS:16,NA,NA,NA,NA,NA,NA
Brokel,Unknown nationality,Soldier,Children of the Light,NA,NA,NA,Alive,NA,NA,NA,AMOL:37,NA,Male,NA,NA,AMOL:37,NA,NA,NA,NA,NA,NA,NA
Bruan,Aiel,Clan chief,Car'a'carn,NA,Heavy,Nakai,Alive,NA,NA,Gray,TFOH:2,TSR:49,Male,NA,NA,TOM:49,NA,NA,NA,NA,NA,NA,NA
Brugh Chavana,Unknown nationality,Entertainer,Valan Luca,NA,NA,NA,Alive,NA,NA,NA,TFOH:17,NA,Male,NA,NA,COT:29,NA,NA,NA,NA,NA,NA,NA
Brynt,Unknown nationality,Soldier,Band of the Red Hand,NA,NA,NA,Alive,NA,NA,NA,AMOL:Prologue,NA,Male,NA,NA,AMOL:Prologue,NA,NA,NA,NA,NA,NA,NA
Brys (Taraboner),Taraboner,NA,Tarabon,NA,NA,NA,Alive,NA,NA,NA,NA,TSR:38,Male,NA,NA,NA,TSR:38,NA,Lord,NA,NA,NA,NA
Brys Noramaga,Kandori,NA,Kandor,NA,Stocky,NA,Dead,NA,979 NE,NA,NS:22,NA,Male,NA,NA,NS:26,TPOD:Prologue,NA,Lord,NA,NA,Swordbearer,NA
Buel Dowtry,Andoran,Fletcher,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,TSR:45,TSR:40,Male,White,NA,TSR:56,TOM:46,NA,NA,NA,NA,NA,NA
Buiryn,Manetherenite,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,TSR:37,Male,NA,NA,NA,TSR:37,NA,King,NA,NA,King of Manetheren,NA
Bukama Marenellin,Malkieri,Soldier,Lan Mandragoran,NA,NA,NA,Dead,NA,979 NE,Blue,NS:1,NA,Male,"Gray, shoulder length",Tall,NS:25,TOM:42,NA,Armsman,NA,NA,NA,NA
Bulen,Kandori,Soldier,Lan Mandragoran,NA,NA,NA,Dead,NA,1000 NE,NA,NS:22,NA,Male,Black,NA,AMOL:9,NA,NA,NA,NA,NA,NA,NA
Burdin,Unknown nationality,Soldier,Band of the Red Hand,NA,NA,NA,Alive,NA,NA,NA,LOC:22,NA,Male,NA,NA,LOC:22,NA,NA,NA,NA,NA,NA,NA
Burin Shaeren,Domani,Warder,White Tower,NA,Stumpy,NA,Alive,NA,NA,NA,LOC:8,NA,Male,NA,NA,TGS:26,NA,NA,NA,NA,NA,Gaidin,NA
Caar al Thorin al Toren,Manetherenite,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,TEOTW:19,Male,NA,NA,NA,TEOTW:19,NA,NA,NA,NA,Prince of Manetheren,NA
Caban,Seanchan,NA,NA,NA,NA,NA,Alive,NA,NA,Dark,TGH:29,NA,Male,NA,NA,TGH:29,NA,NA,NA,NA,NA,NA,NA
Cairdin,Aiel,NA,Sevanna,NA,NA,Shaido,Dead,NA,1000 NE,NA,ACOS:40,NA,Male,NA,NA,ACOS:40,NA,NA,NA,Moshaine,Far Aldazar Din,NA,NA
Caldin,Aiel,NA,Car'a'carn,NA,NA,Unknown clan,Alive,NA,NA,NA,LOC:26,NA,Male,Graying,NA,LOC:26,NA,NA,NA,Unknown sept,Hama N'dore,NA,NA
Calison,NA,Soldier,Queen's Guard,NA,NA,NA,Alive,NA,NA,NA,NA,TOM:22,Male,NA,NA,NA,TOM:22,NA,NA,NA,NA,NA,NA
Callswell,Domani,NA,NA,NA,NA,NA,Alive,NA,NA,NA,NA,TGS:31,Male,NA,NA,NA,TGS:31,NA,NA,NA,NA,Lord,NA
Calwyn Sutoma,Altaran,Bellfounder,NA,NA,Cadaverous,NA,Alive,NA,NA,NA,WH:18,NA,Male,"Long, Black",NA,WH:18,NA,NA,NA,NA,NA,NA,NA
Camar,Aiel,NA,Car'a'carn,NA,Tall,Daryne,Alive,NA,NA,NA,ACOS:34,NA,Male,Gray,NA,ACOS:34,NA,NA,NA,Bent Peak,Seia Doon,NA,NA
Camrin,Altaran,Merchant,NA,NA,NA,NA,Alive,NA,NA,NA,KOD:11,NA,Male,Dark,NA,KOD:11,KOD:11,NA,NA,NA,NA,NA,NA
Candeiar,NA,Soldier,Children of the Light,NA,NA,NA,Alive,NA,NA,NA,TOM:2,NA,Male,NA,NA,TOM:2,TOM:2,NA,Soldier,NA,NA,NA,NA
Caniedrin,Kandori,Soldier,NA,NA,NA,NA,Dead,NA,979 NE,NA,NS:1,NA,Male,NA,NA,NS:21,NA,NA,NA,NA,NA,NA,NA
Canin,Unknown nationality,Ship captain,NA,NA,Round,NA,Alive,NA,NA,NA,TDR:39,NA,Male,NA,NA,TDR:48,NA,NA,NA,NA,NA,NA,NA
Canvele,Unknown nationality,Soldier,Children of the Light,NA,NA,NA,Unknown,NA,NA,NA,NA,ACOS:Prologue,Male,NA,NA,NA,ACOS:Prologue,NA,Lord Captain,NA,NA,NA,NA
Carilo,Unknown nationality,Warder,White Tower,NA,Stocky,NA,Alive,NA,NA,NA,LOC:53,NA,Male,NA,NA,LOC:53,NA,NA,NA,NA,NA,Gaidin,NA
Carleon,Tairen,NA,NA,NA,Thick,NA,Dead,NA,999 NE,NA,TSR:4,NA,Male,NA,NA,TSR:4,TSR:17,NA,NA,NA,NA,High Lord of Tear,NA
Carlin,Andoran,NA,Two Rivers,NA,NA,NA,Dead,NA,NA,NA,NA,TSR:29,Male,NA,NA,NA,TSR:40,NA,NA,NA,NA,NA,NA
Carlomin,Tairen,Soldier,Band of the Red Hand,NA,Slender,NA,Alive,NA,NA,NA,TSR:2,NA,Male,NA,Tall,KOD:26,KOD:27,NA,Banner-General,NA,NA,Lord,NA
Carlon Belcelona,Tairen,NA,Cha Faile,NA,NA,NA,Alive,NA,NA,NA,WH:6,NA,Male,NA,NA,KOD:12,NA,NA,NA,NA,NA,NA,NA
Carn,Unknown nationality,Sailor,Bayle Domon,NA,NA,NA,Dead,NA,NA,NA,NA,TGH:9,Male,NA,NA,NA,TGH:9,NA,NA,NA,NA,NA,NA
Carney,Unknown nationality,Ship captain,NA,NA,NA,NA,Alive,NA,NA,NA,NS:14,NA,Male,NA,NA,NS:14,NS:14,NA,NA,NA,NA,NA,NA
Cassin,Aiel,NA,Car'a'carn,NA,Lean,Goshien,Alive,NA,NA,NA,LOC:19,NA,Male,Yellow,Tall,LOC:21,NA,NA,NA,Unknown sept,Aethan Dor,NA,NA
Cavan Lopar,Tairen,Innkeeper,NA,NA,Rotund,NA,Alive,NA,NA,NA,NA,TDR:49,Male,NA,NA,NA,TDR:49,NA,NA,NA,NA,NA,NA
Celark,Unknown nationality,Soldier,White Tower,NA,Lean,NA,Dead,NA,1000 NE,NA,TOM:22,NA,Male,Light brown,NA,TOM:42,NA,NA,NA,NA,NA,NA,NA
Cenn Buie,Andoran,Thatcher,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,TEOTW:Ravens,NA,Male,NA,NA,LOC:Prologue,AMOL:1,NA,NA,NA,NA,Village Councilor,NA
Ceran Tol,Unknown nationality,Artist,NA,NA,NA,NA,Dead,NA,NA,NA,NA,LOC:23,Male,NA,NA,NA,LOC:23,NA,NA,NA,NA,NA,NA
Chaena,Shienaran,NA,Masema Dagar,NA,NA,NA,Dead,NA,1000 NE,NA,NA,TFOH:38,Male,Shaven bald,NA,NA,TFOH:38,NA,NA,NA,NA,NA,NA
Changu,Shienaran,Guard,Darkfriend,NA,NA,NA,Dead,NA,998 NE,NA,TGH:3,NA,Male,NA,NA,TGH:10,NA,NA,NA,NA,NA,NA,NA
Charendin,Aiel,NA,NA,NA,NA,Aiel,Dead,NA,NA,NA,TSR:25,NA,Male,NA,NA,TSR:25,NA,NA,NA,NA,NA,Sept Chief,NA
Charl Gedwyn,Unknown nationality,Asha'man,Darkfriend,NA,NA,NA,Dead,NA,1000 NE,NA,LOC:55,NA,Male,NA,Average,WH:33,NA,NA,Asha'man,NA,NA,Tsorovan'm'hael,NA
Charlin,Aiel,NA,NA,NA,NA,Da'shain Aiel,Dead,NA,NA,NA,TSR:25,NA,Male,NA,NA,TSR:25,NA,NA,NA,NA,NA,NA,NA
Charlz Guybon,Andoran,Soldier,Queen's Guard,NA,NA,NA,Alive,NA,NA,Hazel,KOD:13,NA,Male,NA,Tall,AMOL:37,NA,NA,Captain,NA,NA,NA,NA
Charn,Aiel,NA,NA,NA,NA,Da'shain Aiel,Dead,NA,NA,NA,TSR:26,NA,Male,Short Reddish-Gold,NA,TSR:26,NA,NA,NA,NA,NA,NA,NA
Chaser,Unknown nationality,NA,NA,NA,NA,NA,Alive,NA,NA,NA,TOM:8,NA,Male,NA,Tall,TOM:8,NA,NA,NA,NA,NA,NA,NA
Chel Vanin,Andoran,Soldier,Band of the Red Hand,NA,Fat,NA,Unknown,NA,NA,NA,LOC:22,NA,Male,Balding,NA,AMOL:37,AMOL:37,NA,Scout,NA,NA,NA,NA
Chet,Andoran,NA,NA,NA,NA,NA,Alive,NA,NA,NA,TOM:22,NA,Male,Dappled silver,NA,TOM:22,NA,NA,NA,NA,NA,NA,NA
Chianmai,Seanchan,Soldier,Ever Victorious Army,NA,NA,NA,Dead,NA,1000 NE,NA,TPOD:24,NA,Male,NA,NA,TPOD:24,NA,NA,Banner-General,NA,NA,NA,NA
Chin Akima,Unknown nationality,Entertainer,Chin Akima,NA,NA,NA,Dead,NA,999 NE,NA,NA,TFOH:36,Male,NA,NA,NA,TFOH:47,NA,NA,NA,NA,NA,NA
Chin Ellisor,Tar Valon,Ship captain,NA,NA,NA,NA,Alive,NA,NA,NA,TDR:37,NA,Male,NA,NA,TDR:37,TDR:40,NA,NA,NA,NA,NA,NA
Chisen,Seanchan,Soldier,NA,NA,NA,NA,Alive,NA,NA,NA,NA,KOD:34,Male,NA,NA,NA,KOD:Epilogue,NA,General,NA,NA,NA,NA
Cieryl Arjuna,Tairen,Warder,Rebel Aes Sedai,NA,Gangly,NA,Dead,NA,1000 NE,NA,TPOD:1,NA,Male,NA,Tall,KOD:32,NA,NA,NA,NA,NA,Gaidin,NA
Clintock,Unknown nationality,NA,Band of the Red Hand,NA,NA,NA,Alive,NA,NA,NA,TOM:52,NA,Male,NA,NA,TOM:52,NA,NA,NA,NA,NA,NA,NA
Coiam,NA,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,LOC:50,Male,NA,NA,NA,LOC:50,Ogier,NA,NA,NA,NA,NA
Coke,Illianer,NA,NA,NA,Lanky,NA,Dead,NA,NA,NA,TDR:39,NA,Male,NA,NA,TDR:39,NA,NA,NA,NA,NA,NA,NA
Col,Tairen,Servant,NA,NA,NA,NA,Alive,NA,NA,NA,COT:2,NA,Male,NA,NA,COT:2,COT:12,NA,NA,NA,NA,NA,NA
Colly Garren,Andoran,NA,Two Rivers,NA,NA,NA,Dead,NA,999 NE,NA,NA,TSR:40,Male,NA,NA,NA,TSR:43,NA,NA,NA,NA,NA,NA
Com,Tairen,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,KOD:21,NA,Male,NA,NA,KOD:21,NA,NA,NA,NA,NA,NA,NA
Comar,Andoran,NA,Darkfriend,NA,NA,NA,Dead,NA,999 NE,Blue,TDR:46,NA,Male,NA,Tall,TDR:49,NA,NA,NA,NA,NA,Lord,NA
Comran,Aiel,NA,NA,NA,NA,Aiel,Dead,NA,NA,NA,NA,TSR:25,Male,NA,NA,NA,TSR:25,NA,NA,NA,NA,NA,NA
Con Aybara,Andoran,NA,Two Rivers,NA,NA,NA,Dead,NA,999 NE,NA,TEOTW:Ravens,NA,Male,NA,NA,TEOTW:Ravens,AMOL:13,NA,NA,NA,NA,NA,Slim
Conail Northan,Andoran,NA,House Trakand,NA,Lean,NA,Alive,NA,NA,"Merry, brown",COT:13,NA,Male,NA,Tall,TOM:23,NA,NA,High Seat,NA,NA,Lord,NA
Connel,Domani,Soldier,Dragon Reborn,NA,NA,NA,Alive,NA,NA,NA,TOM:21,NA,Male,NA,NA,TOM:28,NA,NA,NA,NA,NA,NA,NA
Connl,Unknown nationality,Soldier,Band of the Red Hand,NA,NA,NA,Alive,NA,NA,NA,KOD:27,NA,Male,NA,NA,KOD:27,NA,NA,NA,NA,NA,NA,NA
Coram,Aiel,NA,Car'a'carn,NA,NA,Unknown clan,Alive,NA,NA,NA,TPOD:Prologue,TDR:39,Male,NA,NA,TPOD:Prologue,NA,NA,NA,Unknown sept,Unknown society,NA,NA
Corbet,Unknown nationality,NA,Younglings,NA,NA,NA,Alive,NA,NA,NA,TGS:13,NA,Male,NA,NA,TGS:13,NA,NA,NA,NA,NA,NA,NA
Cords,Unknown nationality,Soldier,White Tower,NA,Heavyset,NA,Alive,NA,NA,NA,TGS:24,NA,Male,Red,NA,TGS:24,NA,NA,Sergeant,NA,NA,NA,NA
Corevin,Cairhienin,Soldier,Band of the Red Hand,NA,Muscular,NA,Dead,NA,1000 NE,NA,ACOS:17,NA,Male,NA,NA,ACOS:38,NA,NA,Redarm,NA,NA,NA,NA
Cormalinde Masoon,Unknown nationality,Artist,NA,NA,NA,NA,Dead,NA,NA,NA,NA,KOD:3,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corman,Aiel,NA,Car'a'carn,NA,NA,Goshien,Alive,NA,NA,NA,TFOH:3,NA,Male,NA,NA,LOC:17,NA,NA,NA,Mosaada,Far Aldazar Din,NA,NA
Coteren,Unknown nationality,Asha'man,The Shadow,NA,Bulky,NA,Dead,NA,1000 NE,NA,TOM:46,NA,Male,"Black, oily and long",NA,AMOL:4,AMOL:8,NA,Asha'man,NA,NA,NA,NA
Couladin,Aiel,Clan chief,Shaido,NA,Broad-shouldered,Shaido,Dead,NA,999 NE,NA,TSR:23,NA,Male,Flame-colored,Tall,TFOH:44,TOM:19,NA,NA,Domai,Seia Doon,NA,NA
Coulin,Unknown nationality,Warder,White Tower,NA,NA,NA,Dead,NA,999 NE,NA,NA,TDR:16,Male,NA,NA,NA,TGS:4,NA,Master of Arms,NA,NA,NA,NA
Coumin,Aiel,NA,NA,NA,NA,Da'shain Aiel,Dead,NA,NA,NA,TSR:26,NA,Male,NA,NA,TSR:26,NA,NA,NA,NA,NA,NA,NA
Cowin Gemallan,Malkieri,NA,Darkfriend,NA,NA,NA,Dead,NA,NA,NA,NA,TEOTW:47,Male,NA,NA,NA,KOD:6,NA,Lord,NA,NA,NA,NA
Cowlin,Altaran,NA,NA,NA,NA,NA,Alive,NA,NA,NA,NA,COT:26,Male,NA,NA,NA,COT:26,NA,NA,NA,NA,Lord,NA
Creedin,Domani,Soldier,Dragon Reborn,NA,NA,NA,Alive,NA,NA,NA,NA,TOM:18,Male,NA,NA,NA,TOM:18,NA,Captain,NA,NA,NA,NA
Croi Makin,Andoran,Warder,White Tower,NA,NA,NA,Alive,NA,NA,NA,TFOH:50,NA,Male,Yellow,NA,COT:16,NA,NA,NA,NA,NA,Gaidin,NA
Cuale,Cairhienin,Innkeeper,NA,NA,Plump,NA,Alive,NA,NA,NA,TGH:25,NA,Male,NA,NA,TGH:31,NA,NA,NA,NA,NA,NA,NA
Cuellar,Unknown nationality,Asha'man,NA,NA,NA,NA,Alive,NA,NA,NA,NA,NA,Male,NA,NA,NA,TOM:46,NA,Asha'man,NA,NA,NA,NA
Culan_Cuhan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Culain,Aldesharin,Soldier,NA,NA,NA,NA,Dead,NA,NA,NA,NA,COT:3,Male,NA,NA,NA,COT:3,NA,General,NA,NA,NA,NA
Culen,Murandian,Hunter of the Horn,Hunter of the Horn,NA,Lean,NA,Alive,NA,NA,NA,LOC:5,NA,Male,NA,NA,LOC:5,NA,NA,NA,NA,NA,Lord,NA
Culhan Carand,Andoran,NA,NA,NA,NA,NA,Alive,NA,NA,NA,TPOD:17,LOC:28,Male,NA,NA,TPOD:17,TPOD:18,NA,NA,NA,NA,Lord,NA
Cully,Altaran,NA,Darkfriend,NA,Gnarled,NA,Alive,NA,NA,NA,NA,ACOS:15,Male,NA,NA,NA,ACOS:29,NA,NA,NA,NA,NA,NA
Cutaris,Domani,Soldier,Dragon Reborn,NA,Long-limbed,NA,Alive,NA,NA,NA,TOM:21,NA,Male,NA,NA,TOM:21,NA,NA,NA,NA,NA,NA,NA
Cynric Talvaen,Ghealdanin,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,RPG,Male,NA,NA,NA,NA,NA,Lord,NA,NA,Lord,NA
Cyril Wynn,Murandian,NA,NA,NA,NA,NA,Alive,978 NE,NA,NA,NS:5,NA,Male,NA,NA,NS:5,NA,NA,NA,NA,NA,NA,NA
Dael al'Taron,Andoran,NA,Two Rivers,NA,NA,NA,Dead,NA,999 NE,NA,TSR:40,NA,Male,NA,NA,TSR:40,TSR:43,NA,NA,NA,NA,NA,NA
Daerid Ondin,Cairhienin,Soldier,Band of the Red Hand,NA,Slender,NA,Alive,NA,NA,Hard,TFOH:43,NA,Male,Shaven,Short,LOC:38,TGS:34,NA,Lieutenant-General,NA,NA,NA,NA
Dafid Norley,Cairhienin,Asha'man,Logain Ablar,NA,Stout,NA,Alive,NA,NA,NA,TPOD:26,NA,Male,NA,Short,TOM:56,NA,NA,Asha'man,NA,NA,NA,NA
Dag Coplin,Andoran,NA,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,TEOTW:Ravens,NA,Male,Gray,NA,TSR:43,NA,NA,NA,NA,NA,NA,NA
Dain Bornhald,Taraboner,Soldier,Children of the Light,NA,NA,NA,Alive,NA,NA,NA,TEOTW:15,NA,Male,NA,NA,AMOL:13,NA,NA,NA,NA,NA,Lord,NA
Dal,NA,NA,NA,NA,NA,NA,Dead,NA,NA,NA,NA,LOC:20,Male,NA,NA,NA,LOC:20,Ogier,NA,NA,NA,NA,NA
Dalresin Damodred,Cairhienin,NA,NA,NA,NA,NA,Dead,NA,c. 972 NE,NA,NA,NS:2,Male,Gray,NA,NA,NS:10,NA,Lord,NA,NA,Lord,NA
Dalthanes Annallin,Cairhienin,NA,Dragon Reborn,NA,NA,NA,Alive,NA,NA,NA,TPOD:21,NA,Male,NA,NA,TPOD:24,NA,NA,NA,NA,NA,Lord,NA
Damer Flinn,Andoran,Asha'man,The Dragon Reborn,NA,NA,NA,Alive,NA,NA,NA,LOC:3,NA,Male,"White, Nearly Bald",NA,AMOL:Epilogue,NA,NA,Asha'man,NA,NA,Gaidin,NA
Danil,Murandian,NA,NA,NA,NA,NA,Alive (Presumed),978 NE,NA,NA,NS:5,NA,Male,NA,NA,NS:5,NA,NA,NA,NA,NA,NA,NA
Dannil Lewin,Andoran,Soldier,Two Rivers,NA,Thin,NA,Alive,NA,NA,NA,TSR:33,NA,Male,NA,NA,AMOL:8,NA,NA,NA,NA,NA,NA,NA
Dar,Andoran,Watchman,NA,NA,NA,NA,Alive,NA,NA,NA,TEOTW:17,NA,Male,NA,NA,TEOTW:17,NA,NA,NA,NA,NA,NA,NA
Daricain Annallin,Cairhienin,Soldier,NA,NA,Slender,NA,Alive,NA,NA,NA,TFOH:30,NA,Male,Shaved,NA,TFOH:30,NA,NA,Lieutenant,NA,NA,Lord,NA
Darin,Aiel,NA,Sevanna,NA,NA,Shaido,Alive,NA,NA,NA,NA,ACOS:40,Male,NA,NA,NA,ACOS:40,NA,NA,Moshaine,Shae'en M'taal,NA,NA
Darl Coplin,Andoran,NA,Perrin Aybara,NA,NA,NA,Alive,NA,NA,NA,TEOTW:9,TEOTW:7,Male,NA,NA,TOM:10,NA,NA,NA,NA,NA,NA,NA
Darlin Sisnera,Tairen,NA,NA,NA,NA,NA,Alive,NA,NA,Blue,TDR:54,NA,Male,"Dark, close-cropped",NA,AMOL:20,AMOL:46,NA,King,NA,NA,King of Tear,NA
Daruo,Seanchan,Deathwatch Guard,NA,NA,NA,NA,Alive,NA,NA,NA,AMOL:15,NA,Male,NA,NA,AMOL:15,NA,NA,NA,NA,NA,NA,NA
Darvan,NA,Fictitious Character,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,TSR:17,Male,NA,NA,NA,TSR:17,NA,NA,NA,NA,NA,NA
Darvin,Aiel,Clan chief,NA,NA,NA,Reyn,Unknown,NA,NA,NA,NA,TOM:49,Male,NA,Tall,NA,NA,NA,NA,Unknown sept,NA,NA,NA
Dav al'Thone,Andoran,NA,Two Rivers,NA,NA,NA,Alive,NA,NA,NA,AMOL:15,NA,Male,NA,NA,AMOL:15,NA,NA,NA,NA,NA,NA,NA
Dav Ayellin,Andoran,NA,Two Rivers,NA,Stocky,NA,Alive,NA,NA,Dark,TSR:43,TEOTW:Ravens,Male,NA,NA,TSR:56,LOC:Prologue,NA,NA,NA,NA,NA,NA
