Book,Chapter,Character,Word Count,Percentage,pov_combined,flag
The Gathering Storm,Ch25: In Darkness,Sheriam Bayanar,1.322,"0,45%",Sheriam Bayanar,
The Gathering Storm,Ch25: In Darkness,Egwene al'Vere,978,"0,33%","Sheriam Bayanar,Egwene al'Vere",1
The Gathering Storm,Ch26: A Crack in the Stone,Aviendha,3.813,"1,29%",Aviendha,
The Gathering Storm,Ch26: A Crack in the Stone,Romanda Cassin,1.841,"0,62%","Aviendha,Romanda Cassin",1
The Gathering Storm,Ch27: The Tipsy Gelding,Matrim Cauthon,8.440,"2,85%",Matrim Cauthon,1
The Gathering Storm,Ch28: Night in Hinderstap,Matrim Cauthon,8.779,"2,96%",Matrim Cauthon,1
The Gathering Storm,Ch29: Into Bandar Eban,Rand al'Thor,5.581,"1,88%",Rand al'Thor,1
The Gathering Storm,Ch30: Old Advice,Gawyn Trakand,4.418,"1,49%",Gawyn Trakand,1
The Gathering Storm,Ch31: A Promise to Lews Therin,Cadsuane Melaidhrin,3.874,"1,31%",Cadsuane Melaidhrin,
The Gathering Storm,Ch31: A Promise to Lews Therin,Rand al'Thor,4.389,"1,48%","Cadsuane Melaidhrin,Rand al'Thor",1
The Gathering Storm,Ch32: Rivers of Shadow,Nynaeve al'Meara,9.489,"3,20%",Nynaeve al'Meara,1
The Gathering Storm,Ch33: A Conversation with the Dragon,Nynaeve al'Meara,3.717,"1,25%",Nynaeve al'Meara,1
The Gathering Storm,Ch34: Legends,Matrim Cauthon,5.571,"1,88%",Matrim Cauthon,1
The Gathering Storm,Ch35: A Halo of Blackness,Rand al'Thor,2.024,"0,68%",Rand al'Thor,
The Gathering Storm,Ch35: A Halo of Blackness,Tuon Athaem Kore Paendrag,3.351,"1,13%","Rand al'Thor,Tuon Athaem Kore Paendrag",1
The Gathering Storm,Ch36: The Death of Tuon,Matrim Cauthon,3.457,"1,17%",Matrim Cauthon,
The Gathering Storm,Ch36: The Death of Tuon,Tuon Athaem Kore Paendrag,1.096,"0,37%","Matrim Cauthon,Tuon Athaem Kore Paendrag",1
The Gathering Storm,Ch37: A Force of Light,Min Farshaw,7.667,"2,59%",Min Farshaw,1
The Gathering Storm,Ch38: News in Tel'aran'rhiod,Egwene al'Vere,6.875,"2,32%",Egwene al'Vere,1
The Gathering Storm,Ch39: A Visit from Verin Sedai,Egwene al'Vere,7.996,"2,70%",Egwene al'Vere,1
The Gathering Storm,Ch40: The Tower Shakes,Siuan Sanche,1.047,"0,35%",Siuan Sanche,
The Gathering Storm,Ch40: The Tower Shakes,Egwene al'Vere,1.900,"0,64%","Siuan Sanche,Egwene al'Vere",
The Gathering Storm,Ch40: The Tower Shakes,Siuan Sanche,1.413,"0,48%","Siuan Sanche,Egwene al'Vere,Siuan Sanche",
The Gathering Storm,Ch40: The Tower Shakes,Adelorna Bastine,1.706,"0,58%","Siuan Sanche,Egwene al'Vere,Siuan Sanche,Adelorna Bastine",1
The Gathering Storm,Ch41: A Fount of Power,Gawyn Trakand,1.587,"0,54%",Gawyn Trakand,
The Gathering Storm,Ch41: A Fount of Power,Saerin Asnobar,1.534,"0,52%","Gawyn Trakand,Saerin Asnobar",
The Gathering Storm,Ch41: A Fount of Power,Egwene al'Vere,576,"0,19%","Gawyn Trakand,Saerin Asnobar,Egwene al'Vere",
The Gathering Storm,Ch41: A Fount of Power,Gareth Bryne,2.789,"0,94%","Gawyn Trakand,Saerin Asnobar,Egwene al'Vere,Gareth Bryne",
The Gathering Storm,Ch41: A Fount of Power,Egwene al'Vere,783,"0,26%","Gawyn Trakand,Saerin Asnobar,Egwene al'Vere,Gareth Bryne,Egwene al'Vere",
The Gathering Storm,Ch41: A Fount of Power,Saerin Asnobar,477,"0,16%","Gawyn Trakand,Saerin Asnobar,Egwene al'Vere,Gareth Bryne,Egwene al'Vere,Saerin Asnobar",
The Gathering Storm,Ch41: A Fount of Power,Elaida do Avriny a'Roihan,304,"0,10%","Gawyn Trakand,Saerin Asnobar,Egwene al'Vere,Gareth Bryne,Egwene al'Vere,Saerin Asnobar,Elaida do Avriny a'Roihan",1
The Gathering Storm,Ch42: Before the Stone of Tear,Rand al'Thor,3.863,"1,30%",Rand al'Thor,1
The Gathering Storm,Ch43: Sealed to the Flame,Egwene al'Vere,1.938,"0,65%",Egwene al'Vere,
The Gathering Storm,Ch43: Sealed to the Flame,Jesse Bilal,2.635,"0,89%","Egwene al'Vere,Jesse Bilal",
The Gathering Storm,Ch43: Sealed to the Flame,Siuan Sanche,970,"0,33%","Egwene al'Vere,Jesse Bilal,Siuan Sanche",
The Gathering Storm,Ch43: Sealed to the Flame,Egwene al'Vere,2.486,"0,84%","Egwene al'Vere,Jesse Bilal,Siuan Sanche,Egwene al'Vere",1
The Gathering Storm,Ch44: Scents Unknown,Nynaeve al'Meara,6.935,"2,34%",Nynaeve al'Meara,1
The Gathering Storm,Ch45: The Tower Stands,Egwene al'Vere,4.589,"1,55%",Egwene al'Vere,1
The Gathering Storm,Ch46: To Be Forged Again,Egwene al'Vere,5.696,"1,92%",Egwene al'Vere,1
The Gathering Storm,Ch47: The One He Lost,Rand al'Thor,5.202,"1,76%",Rand al'Thor,1
The Gathering Storm,Ch48: Reading the Commentary,Min Farshaw,2.672,"0,90%",Min Farshaw,1
The Gathering Storm,Ch49: Just Another Man,Rand al'Thor,2.374,"0,80%",Rand al'Thor,1
The Gathering Storm,Ch50: Veins of Gold,Rand al'Thor,1.971,"0,67%",Rand al'Thor,1
The Gathering Storm,Epilogue: Bathed in Light,Egwene al'Vere,2.002,"0,68%",Egwene al'Vere,
The Gathering Storm,Epilogue: Bathed in Light,Quote,52,"0,02%","Egwene al'Vere,Quote",1
Towers of Midnight,Prologue: Distinctions,Quote,179,"0,05%",Quote,
Towers of Midnight,Prologue: Distinctions,Lan Mandragoran,1.280,"0,39%","Quote,Lan Mandragoran",
Towers of Midnight,Prologue: Distinctions,Perrin Aybara,2.588,"0,79%","Quote,Lan Mandragoran,Perrin Aybara",
Towers of Midnight,Prologue: Distinctions,Graendal,3.539,"1,09%","Quote,Lan Mandragoran,Perrin Aybara,Graendal",
Towers of Midnight,Prologue: Distinctions,Galadedrid Damodred,4.330,"1,33%","Quote,Lan Mandragoran,Perrin Aybara,Graendal,Galadedrid Damodred",
Towers of Midnight,Prologue: Distinctions,Padan Fain,973,"0,30%","Quote,Lan Mandragoran,Perrin Aybara,Graendal,Galadedrid Damodred,Padan Fain",
Towers of Midnight,Prologue: Distinctions,Malenarin Rai,3.023,"0,93%","Quote,Lan Mandragoran,Perrin Aybara,Graendal,Galadedrid Damodred,Padan Fain,Malenarin Rai",1
Towers of Midnight,Ch1: Apples First,Almen Bunt,2.931,"0,90%",Almen Bunt,1
Towers of Midnight,Ch2: Questions of Leadership,Perrin Aybara,3.606,"1,11%",Perrin Aybara,
Towers of Midnight,Ch2: Questions of Leadership,Galadedrid Damodred,1.461,"0,45%","Perrin Aybara,Galadedrid Damodred",1
Towers of Midnight,Ch3: The Amyrlin's Anger,Egwene al'Vere,1.154,"0,35%",Egwene al'Vere,
Towers of Midnight,Ch3: The Amyrlin's Anger,Siuan Sanche,2.609,"0,80%","Egwene al'Vere,Siuan Sanche",
Towers of Midnight,Ch3: The Amyrlin's Anger,Egwene al'Vere,1.794,"0,55%","Egwene al'Vere,Siuan Sanche,Egwene al'Vere",1
Towers of Midnight,Ch4: The Pattern Groans,Perrin Aybara,3.830,"1,17%",Perrin Aybara,
Towers of Midnight,Ch4: The Pattern Groans,Galadedrid Damodred,2.505,"0,77%","Perrin Aybara,Galadedrid Damodred",1
Towers of Midnight,Ch5: Writings,Gawyn Trakand,4.383,"1,34%",Gawyn Trakand,
Towers of Midnight,Ch5: Writings,Egwene al'Vere,391,"0,12%","Gawyn Trakand,Egwene al'Vere",
Towers of Midnight,Ch5: Writings,Graendal,2.146,"0,66%","Gawyn Trakand,Egwene al'Vere,Graendal",1
Towers of Midnight,Ch6: Questioning Intentions,Morgase Trakand,4.972,"1,53%",Morgase Trakand,1
Towers of Midnight,Ch7: Lighter than a Feather,Lan Mandragoran,1.032,"0,32%",Lan Mandragoran,
Towers of Midnight,Ch7: Lighter than a Feather,Galadedrid Damodred,384,"0,12%","Lan Mandragoran,Galadedrid Damodred",
Towers of Midnight,Ch7: Lighter than a Feather,Perrin Aybara,683,"0,21%","Lan Mandragoran,Galadedrid Damodred,Perrin Aybara",
Towers of Midnight,Ch7: Lighter than a Feather,Galadedrid Damodred,393,"0,12%","Lan Mandragoran,Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred",
Towers of Midnight,Ch7: Lighter than a Feather,Perrin Aybara,350,"0,11%","Lan Mandragoran,Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred,Perrin Aybara",
Towers of Midnight,Ch7: Lighter than a Feather,Galadedrid Damodred,240,"0,07%","Lan Mandragoran,Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred",
Towers of Midnight,Ch7: Lighter than a Feather,Perrin Aybara,192,"0,06%","Lan Mandragoran,Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred,Perrin Aybara",
Towers of Midnight,Ch7: Lighter than a Feather,Galadedrid Damodred,67,"0,02%","Lan Mandragoran,Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred",
Towers of Midnight,Ch7: Lighter than a Feather,Perrin Aybara,71,"0,02%","Lan Mandragoran,Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred,Perrin Aybara",1
Towers of Midnight,Ch8: The Seven-Striped Lass,Matrim Cauthon,6.788,"2,08%",Matrim Cauthon,1
Towers of Midnight,Ch9: Blood in the Air,Matrim Cauthon,2.908,"0,89%",Matrim Cauthon,1
Towers of Midnight,Ch10: After the Taint,Perrin Aybara,3.445,"1,06%",Perrin Aybara,
Towers of Midnight,Ch10: After the Taint,Galadedrid Damodred,270,"0,08%","Perrin Aybara,Galadedrid Damodred",1
Towers of Midnight,Ch11: An Unexpected Letter,Elayne Trakand,4.289,"1,32%",Elayne Trakand,1
Towers of Midnight,Ch12: An Empty Ink Bottle,Min Farshaw,878,"0,27%",Min Farshaw,
Towers of Midnight,Ch12: An Empty Ink Bottle,Cadsuane Melaidhrin,898,"0,28%","Min Farshaw,Cadsuane Melaidhrin",1
Towers of Midnight,Ch13: For What Has Been Wrought,Min Farshaw,3.029,"0,93%",Min Farshaw,1
Towers of Midnight,Ch14: A Vow,Egwene al'Vere,5.749,"1,76%",Egwene al'Vere,1
Towers of Midnight,Ch15: Use a Pebble,Nynaeve al'Meara,3.917,"1,20%",Nynaeve al'Meara,
Towers of Midnight,Ch15: Use a Pebble,Egwene al'Vere,1.987,"0,61%","Nynaeve al'Meara,Egwene al'Vere",1
Towers of Midnight,Ch16: Shanna'har,Faile Bashere,1.967,"0,60%",Faile Bashere,
Towers of Midnight,Ch16: Shanna'har,Perrin Aybara,3.922,"1,20%","Faile Bashere,Perrin Aybara",1
Towers of Midnight,"Ch17: Partings, and a Meeting",Matrim Cauthon,3.818,"1,17%",Matrim Cauthon,
Towers of Midnight,"Ch17: Partings, and a Meeting",Elayne Trakand,2.934,"0,90%","Matrim Cauthon,Elayne Trakand",1
Towers of Midnight,Ch18: The Strength of This Place,Perrin Aybara,2.407,"0,74%",Perrin Aybara,
Towers of Midnight,Ch18: The Strength of This Place,Rodel Ituralde,2.266,"0,70%","Perrin Aybara,Rodel Ituralde",
Towers of Midnight,Ch18: The Strength of This Place,Faile Bashere,2.528,"0,78%","Perrin Aybara,Rodel Ituralde,Faile Bashere",1
Towers of Midnight,Ch19: Talk of Dragons,Matrim Cauthon,7.209,"2,21%",Matrim Cauthon,1
Towers of Midnight,Ch20: A Choice,Nynaeve al'Meara,8.030,"2,46%",Nynaeve al'Meara,1
Towers of Midnight,Ch21: An Open Gate,Perrin Aybara,3.108,"0,95%",Perrin Aybara,
Towers of Midnight,Ch21: An Open Gate,Rodel Ituralde,2.736,"0,84%","Perrin Aybara,Rodel Ituralde",
Towers of Midnight,Ch21: An Open Gate,Morgase Trakand,1.228,"0,38%","Perrin Aybara,Rodel Ituralde,Morgase Trakand",1
Towers of Midnight,Ch22: The End of a Legend,Gawyn Trakand,3.335,"1,02%",Gawyn Trakand,
Towers of Midnight,Ch22: The End of a Legend,Matrim Cauthon,4.242,"1,30%","Gawyn Trakand,Matrim Cauthon",
Towers of Midnight,Ch22: The End of a Legend,Birgitte Silverbow,3.992,"1,22%","Gawyn Trakand,Matrim Cauthon,Birgitte Silverbow",1
Towers of Midnight,Ch23: Foxheads,Elayne Trakand,5.951,"1,83%",Elayne Trakand,
Towers of Midnight,Ch23: Foxheads,Gawyn Trakand,1.207,"0,37%","Elayne Trakand,Gawyn Trakand",
Towers of Midnight,Ch23: Foxheads,Lan Mandragoran,755,"0,23%","Elayne Trakand,Gawyn Trakand,Lan Mandragoran",1
Towers of Midnight,Ch24: To Make a Stand,Elayne Trakand,1.488,"0,46%",Elayne Trakand,
Towers of Midnight,Ch24: To Make a Stand,Rodel Ituralde,1.402,"0,43%","Elayne Trakand,Rodel Ituralde",
Towers of Midnight,Ch24: To Make a Stand,Perrin Aybara,4.625,"1,42%","Elayne Trakand,Rodel Ituralde,Perrin Aybara",1
Towers of Midnight,Ch25: Return to Bandar Eban,Min Farshaw,3.676,"1,13%",Min Farshaw,1
Towers of Midnight,Ch26: Parley,Perrin Aybara,2.175,"0,67%",Perrin Aybara,
Towers of Midnight,Ch26: Parley,Galadedrid Damodred,3.517,"1,08%","Perrin Aybara,Galadedrid Damodred",1
Towers of Midnight,Ch27: A Call to Stand,Egwene al'Vere,4.279,"1,31%",Egwene al'Vere,1
Towers of Midnight,Ch28: Oddities,Faile Bashere,556,"0,17%",Faile Bashere,
Towers of Midnight,Ch28: Oddities,Perrin Aybara,1.673,"0,51%","Faile Bashere,Perrin Aybara",
Towers of Midnight,Ch28: Oddities,Rodel Ituralde,3.655,"1,12%","Faile Bashere,Perrin Aybara,Rodel Ituralde",1
Towers of Midnight,Ch29: A Terrible Feeling,Faile Bashere,2.027,"0,62%",Faile Bashere,
Towers of Midnight,Ch29: A Terrible Feeling,Morgase Trakand,1.805,"0,55%","Faile Bashere,Morgase Trakand",
Towers of Midnight,Ch29: A Terrible Feeling,Perrin Aybara,709,"0,22%","Faile Bashere,Morgase Trakand,Perrin Aybara",
Towers of Midnight,Ch29: A Terrible Feeling,Elayne Trakand,2.428,"0,74%","Faile Bashere,Morgase Trakand,Perrin Aybara,Elayne Trakand",1
Towers of Midnight,Ch30: Men Dream Here,Faile Bashere,848,"0,26%",Faile Bashere,
Towers of Midnight,Ch30: Men Dream Here,Perrin Aybara,4.539,"1,39%","Faile Bashere,Perrin Aybara",1
Towers of Midnight,Ch31: Into the Void,Matrim Cauthon,4.366,"1,34%",Matrim Cauthon,1
Towers of Midnight,Ch32: A Storm of Light,Rodel Ituralde,4.201,"1,29%",Rodel Ituralde,
Towers of Midnight,Ch32: A Storm of Light,Min Farshaw,1.618,"0,50%","Rodel Ituralde,Min Farshaw",1
Towers of Midnight,Ch33: A Good Soup,Siuan Sanche,1.217,"0,37%",Siuan Sanche,
Towers of Midnight,Ch33: A Good Soup,Perrin Aybara,969,"0,30%","Siuan Sanche,Perrin Aybara",
Towers of Midnight,Ch33: A Good Soup,Gawyn Trakand,5.078,"1,56%","Siuan Sanche,Perrin Aybara,Gawyn Trakand",1
Towers of Midnight,Ch34: Judgment,Perrin Aybara,1.273,"0,39%",Perrin Aybara,
Towers of Midnight,Ch34: Judgment,Faile Bashere,1.641,"0,50%","Perrin Aybara,Faile Bashere",
Towers of Midnight,Ch34: Judgment,Perrin Aybara,3.902,"1,20%","Perrin Aybara,Faile Bashere,Perrin Aybara",1
Towers of Midnight,Ch35: The Right Thing,Egwene al'Vere,373,"0,11%",Egwene al'Vere,
Towers of Midnight,Ch35: The Right Thing,Perrin Aybara,1.120,"0,34%","Egwene al'Vere,Perrin Aybara",
Towers of Midnight,Ch35: The Right Thing,Galadedrid Damodred,527,"0,16%","Egwene al'Vere,Perrin Aybara,Galadedrid Damodred",
Towers of Midnight,Ch35: The Right Thing,Perrin Aybara,2.255,"0,69%","Egwene al'Vere,Perrin Aybara,Galadedrid Damodred,Perrin Aybara",1
Towers of Midnight,Ch36: An Invitation,Egwene al'Vere,4.643,"1,42%",Egwene al'Vere,
Towers of Midnight,Ch36: An Invitation,Perrin Aybara,401,"0,12%","Egwene al'Vere,Perrin Aybara",1
Towers of Midnight,Ch37: Darkness in the Tower,Gawyn Trakand,843,"0,26%",Gawyn Trakand,
Towers of Midnight,Ch37: Darkness in the Tower,Egwene al'Vere,577,"0,18%","Gawyn Trakand,Egwene al'Vere",
Towers of Midnight,Ch37: Darkness in the Tower,Perrin Aybara,443,"0,14%","Gawyn Trakand,Egwene al'Vere,Perrin Aybara",
Towers of Midnight,Ch37: Darkness in the Tower,Gawyn Trakand,878,"0,27%","Gawyn Trakand,Egwene al'Vere,Perrin Aybara,Gawyn Trakand",
Towers of Midnight,Ch37: Darkness in the Tower,Perrin Aybara,544,"0,17%","Gawyn Trakand,Egwene al'Vere,Perrin Aybara,Gawyn Trakand,Perrin Aybara",
Towers of Midnight,Ch37: Darkness in the Tower,Egwene al'Vere,965,"0,30%","Gawyn Trakand,Egwene al'Vere,Perrin Aybara,Gawyn Trakand,Perrin Aybara,Egwene al'Vere",
Towers of Midnight,Ch37: Darkness in the Tower,Perrin Aybara,672,"0,21%","Gawyn Trakand,Egwene al'Vere,Perrin Aybara,Gawyn Trakand,Perrin Aybara,Egwene al'Vere,Perrin Aybara",
Towers of Midnight,Ch37: Darkness in the Tower,Gawyn Trakand,652,"0,20%","Gawyn Trakand,Egwene al'Vere,Perrin Aybara,Gawyn Trakand,Perrin Aybara,Egwene al'Vere,Perrin Aybara,Gawyn Trakand",
Towers of Midnight,Ch37: Darkness in the Tower,Mesaana,351,"0,11%","Gawyn Trakand,Egwene al'Vere,Perrin Aybara,Gawyn Trakand,Perrin Aybara,Egwene al'Vere,Perrin Aybara,Gawyn Trakand,Mesaana",
Towers of Midnight,Ch37: Darkness in the Tower,Perrin Aybara,670,"0,21%","Gawyn Trakand,Egwene al'Vere,Perrin Aybara,Gawyn Trakand,Perrin Aybara,Egwene al'Vere,Perrin Aybara,Gawyn Trakand,Mesaana,Perrin Aybara",1
Towers of Midnight,Ch38: Wounds,Egwene al'Vere,2.628,"0,81%",Egwene al'Vere,
Towers of Midnight,Ch38: Wounds,Perrin Aybara,1.171,"0,36%","Egwene al'Vere,Perrin Aybara",
Towers of Midnight,Ch38: Wounds,Egwene al'Vere,571,"0,18%","Egwene al'Vere,Perrin Aybara,Egwene al'Vere",
Towers of Midnight,Ch38: Wounds,Perrin Aybara,850,"0,26%","Egwene al'Vere,Perrin Aybara,Egwene al'Vere,Perrin Aybara",
Towers of Midnight,Ch38: Wounds,Graendal,260,"0,08%","Egwene al'Vere,Perrin Aybara,Egwene al'Vere,Perrin Aybara,Graendal",1
Towers of Midnight,Ch39: In the Three-fold Land,Aviendha,2.329,"0,71%",Aviendha,1
Towers of Midnight,Ch40: A Making,Perrin Aybara,3.562,"1,09%",Perrin Aybara,
Towers of Midnight,Ch40: A Making,Faile Bashere,1.111,"0,34%","Perrin Aybara,Faile Bashere",
Towers of Midnight,Ch40: A Making,Perrin Aybara,714,"0,22%","Perrin Aybara,Faile Bashere,Perrin Aybara",
Towers of Midnight,Ch40: A Making,Galadedrid Damodred,631,"0,19%","Perrin Aybara,Faile Bashere,Perrin Aybara,Galadedrid Damodred",
Towers of Midnight,Ch40: A Making,Perrin Aybara,880,"0,27%","Perrin Aybara,Faile Bashere,Perrin Aybara,Galadedrid Damodred,Perrin Aybara",1
Towers of Midnight,Ch41: An Unexpected Ally,Galadedrid Damodred,571,"0,18%",Galadedrid Damodred,
Towers of Midnight,Ch41: An Unexpected Ally,Perrin Aybara,886,"0,27%","Galadedrid Damodred,Perrin Aybara",
Towers of Midnight,Ch41: An Unexpected Ally,Galadedrid Damodred,762,"0,23%","Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred",
Towers of Midnight,Ch41: An Unexpected Ally,Perrin Aybara,982,"0,30%","Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred,Perrin Aybara",
Towers of Midnight,Ch41: An Unexpected Ally,Galadedrid Damodred,1.551,"0,48%","Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred,Perrin Aybara,Galadedrid Damodred",1
Towers of Midnight,Ch42: Stronger than Blood,Gawyn Trakand,1.236,"0,38%",Gawyn Trakand,
Towers of Midnight,Ch42: Stronger than Blood,Lan Mandragoran,1.386,"0,43%","Gawyn Trakand,Lan Mandragoran",1
Towers of Midnight,Ch43: Some Tea,Galadedrid Damodred,1.447,"0,44%",Galadedrid Damodred,
Towers of Midnight,Ch43: Some Tea,Alliandre Maritha Kigarin,1.480,"0,45%","Galadedrid Damodred,Alliandre Maritha Kigarin",1
Towers of Midnight,Ch44: A Backhanded Request,Morgase Trakand,1.676,"0,51%",Morgase Trakand,
Towers of Midnight,Ch44: A Backhanded Request,Perrin Aybara,2.613,"0,80%","Morgase Trakand,Perrin Aybara",1
Towers of Midnight,Ch45: A Reunion,Elayne Trakand,3.977,"1,22%",Elayne Trakand,
Towers of Midnight,Ch45: A Reunion,Aviendha,967,"0,30%","Elayne Trakand,Aviendha",1
Towers of Midnight,Ch46: Working Leather,Androl Genhald,6.010,"1,84%",Androl Genhald,1
Towers of Midnight,Ch47: A Teaching Chamber,Faile Bashere,4.114,"1,26%",Faile Bashere,
Towers of Midnight,Ch47: A Teaching Chamber,Tuon Athaem Kore Paendrag,2.110,"0,65%","Faile Bashere,Tuon Athaem Kore Paendrag",
Towers of Midnight,Ch47: A Teaching Chamber,Perrin Aybara,1.725,"0,53%","Faile Bashere,Tuon Athaem Kore Paendrag,Perrin Aybara",1
Towers of Midnight,Ch48: Near Avendesora,Aviendha,4.566,"1,40%",Aviendha,1
Towers of Midnight,Ch49: Court of the Sun,Aviendha,4.938,"1,51%",Aviendha,1
Towers of Midnight,Ch50: Choosing Enemies,Elayne Trakand,3.311,"1,02%",Elayne Trakand,1
Towers of Midnight,Ch51: A Testing,Min Farshaw,3.123,"0,96%",Min Farshaw,
Towers of Midnight,Ch51: A Testing,Cadsuane Melaidhrin,1.040,"0,32%","Min Farshaw,Cadsuane Melaidhrin",1
Towers of Midnight,Ch52: Boots,Elayne Trakand,2.952,"0,91%",Elayne Trakand,
Towers of Midnight,Ch52: Boots,Matrim Cauthon,2.822,"0,87%","Elayne Trakand,Matrim Cauthon",1
Towers of Midnight,Ch53: Gateways,Pevara Tazanovni,1.855,"0,57%",Pevara Tazanovni,
Towers of Midnight,Ch53: Gateways,Perrin Aybara,2.155,"0,66%","Pevara Tazanovni,Perrin Aybara",
Towers of Midnight,Ch53: Gateways,Matrim Cauthon,4.417,"1,35%","Pevara Tazanovni,Perrin Aybara,Matrim Cauthon",1
Towers of Midnight,Ch54: The Light of the World,Matrim Cauthon,5.406,"1,66%",Matrim Cauthon,1
Towers of Midnight,Ch55: The One Left Behind,Matrim Cauthon,3.330,"1,02%",Matrim Cauthon,1
Towers of Midnight,Ch56: Something Wrong,Egwene al'Vere,1.233,"0,38%",Egwene al'Vere,
Towers of Midnight,Ch56: Something Wrong,Androl Genhald,1.423,"0,44%","Egwene al'Vere,Androl Genhald",1
Towers of Midnight,Ch57: A Rabbit for Supper,Matrim Cauthon,2.986,"0,92%",Matrim Cauthon,1
Towers of Midnight,Epilogue: And After,Graendal,564,"0,17%",Graendal,
Towers of Midnight,Epilogue: And After,Perrin Aybara,1.433,"0,44%","Graendal,Perrin Aybara",
Towers of Midnight,Epilogue: And After,Olver,1.663,"0,51%","Graendal,Perrin Aybara,Olver",
Towers of Midnight,Epilogue: And After,Barriga,456,"0,14%","Graendal,Perrin Aybara,Olver,Barriga",
Towers of Midnight,Epilogue: And After,Rand al'Thor,925,"0,28%","Graendal,Perrin Aybara,Olver,Barriga,Rand al'Thor",
Towers of Midnight,Epilogue: And After,Lan Mandragoran,475,"0,15%","Graendal,Perrin Aybara,Olver,Barriga,Rand al'Thor,Lan Mandragoran",
Towers of Midnight,Epilogue: And After,Quote,245,"0,08%","Graendal,Perrin Aybara,Olver,Barriga,Rand al'Thor,Lan Mandragoran,Quote",1
A Memory of Light,Prologue: By Grace and Banners Fallen,Quote,87,"0,02%",Quote,
A Memory of Light,Prologue: By Grace and Banners Fallen,Bayrd,2733,"0,76%","Quote,Bayrd",
A Memory of Light,Prologue: By Grace and Banners Fallen,Talmanes,876,"0,24%","Quote,Bayrd,Talmanes",
A Memory of Light,Prologue: By Grace and Banners Fallen,Isam,2599,"0,72%","Quote,Bayrd,Talmanes,Isam",
A Memory of Light,Prologue: By Grace and Banners Fallen,Talmanes,1197,"0,33%","Quote,Bayrd,Talmanes,Isam,Talmanes",
A Memory of Light,Prologue: By Grace and Banners Fallen,Leilwin Shipless,3133,"0,87%","Quote,Bayrd,Talmanes,Isam,Talmanes,Leilwin Shipless",
A Memory of Light,Prologue: By Grace and Banners Fallen,Talmanes,1107,"0,31%","Quote,Bayrd,Talmanes,Isam,Talmanes,Leilwin Shipless,Talmanes",
A Memory of Light,Prologue: By Grace and Banners Fallen,Aviendha,2443,"0,68%","Quote,Bayrd,Talmanes,Isam,Talmanes,Leilwin Shipless,Talmanes,Aviendha",
A Memory of Light,Prologue: By Grace and Banners Fallen,Talmanes,1673,"0,46%","Quote,Bayrd,Talmanes,Isam,Talmanes,Leilwin Shipless,Talmanes,Aviendha,Talmanes",
A Memory of Light,Prologue: By Grace and Banners Fallen,Androl Genhald,3174,"0,88%","Quote,Bayrd,Talmanes,Isam,Talmanes,Leilwin Shipless,Talmanes,Aviendha,Talmanes,Androl Genhald",
A Memory of Light,Prologue: By Grace and Banners Fallen,Talmanes,2311,"0,64%","Quote,Bayrd,Talmanes,Isam,Talmanes,Leilwin Shipless,Talmanes,Aviendha,Talmanes,Androl Genhald,Talmanes",
A Memory of Light,Prologue: By Grace and Banners Fallen,Moghedien,2499,"0,69%","Quote,Bayrd,Talmanes,Isam,Talmanes,Leilwin Shipless,Talmanes,Aviendha,Talmanes,Androl Genhald,Talmanes,Moghedien",
A Memory of Light,Prologue: By Grace and Banners Fallen,Talmanes,1294,"0,36%","Quote,Bayrd,Talmanes,Isam,Talmanes,Leilwin Shipless,Talmanes,Aviendha,Talmanes,Androl Genhald,Talmanes,Moghedien,Talmanes",1
A Memory of Light,Ch1: Eastward the Wind Blew,Rand al'Thor,2931,"0,81%",Rand al'Thor,
A Memory of Light,Ch1: Eastward the Wind Blew,Egwene al'Vere,2733,"0,76%","Rand al'Thor,Egwene al'Vere",
A Memory of Light,Ch1: Eastward the Wind Blew,Rand al'Thor,2503,"0,69%","Rand al'Thor,Egwene al'Vere,Rand al'Thor",1
A Memory of Light,Ch2: The Choice of an Ajah,Pevara,3963,"1,097",Pevara,
A Memory of Light,Ch2: The Choice of an Ajah,Aviendha,2975,"0,82%","Pevara,Aviendha",1
A Memory of Light,Ch3: A Dangerous Place,Androl Genhald,2470,"0,68%",Androl Genhald,
A Memory of Light,Ch3: A Dangerous Place,Rand al'Thor,1470,"0,41%","Androl Genhald,Rand al'Thor",
A Memory of Light,Ch3: A Dangerous Place,Pevara,2344,"0,65%","Androl Genhald,Rand al'Thor,Pevara",1
A Memory of Light,Ch4: Advantages to a Bond,Androl Genhald,2564,"0,71%",Androl Genhald,
